Starting Median Salary,Mid-Career Median Salary,School_Name,Private,Apps,Accept,Acp_Rate(%),Location,Rank,Tuition and fees
26600,,college of notre dame of maryland,Yes,457.0,356.0,0.78,,,
25800,,college of saint benedict,Yes,938.0,864.0,0.92,,,
56400,,college of saint catherine,Yes,511.0,411.0,0.8,,,
50600,,college of saint elizabeth,Yes,444.0,359.0,0.81,,,
38900,,college of saint rose,Yes,983.0,664.0,0.68,,,
38100,,college of santa fe,Yes,546.0,447.0,0.82,,,
44900,,college of st joseph,Yes,141.0,118.0,0.84,,,
31000,,college of st scholastica,Yes,672.0,596.0,0.89,,,
36000,,college of william and mary,No,7117.0,3106.0,0.44,,,
28800,,college of wooster,Yes,2100.0,1883.0,0.9,,,
PrivacySuppressed,,colorado college,Yes,3207.0,1577.0,0.49,,,
42800,,colorado state university,No,9478.0,6312.0,0.67,"Fort Collins, CO",129.0,"$28,374 "
,,columbia college mo,Yes,314.0,158.0,0.5,,,
PrivacySuppressed,,columbia college,Yes,737.0,614.0,0.83,,,
51700,,concordia college at st paul,Yes,281.0,266.0,0.95,,,
71700,,concordia lutheran college,Yes,232.0,216.0,0.93,,,
22900,,concordia university ca,Yes,688.0,497.0,0.72,,,
34400,,concordia university,Yes,528.0,403.0,0.76,,,
33800,,connecticut college,Yes,3035.0,1546.0,0.51,,,
65500,,converse college,Yes,440.0,407.0,0.92,,,
48700,,cornell college,Yes,1538.0,1329.0,0.86,,,
37000,,creighton university,Yes,2967.0,2836.0,0.96,,,
50900,,culverstockton college,Yes,1576.0,1110.0,0.7,,,
58100,,cumberland college,Yes,995.0,789.0,0.79,,,
27700,,d'youville college,Yes,866.0,619.0,0.71,,,
14900,,dana college,Yes,504.0,482.0,0.96,,,
33800,,daniel webster college,Yes,585.0,508.0,0.87,,,
,,defiance college,Yes,571.0,461.0,0.81,,,
,,delta state university,No,967.0,945.0,0.98,,,
55000,,dickinson college,Yes,3014.0,2539.0,0.84,,,
28100,,dickinson state university,No,434.0,412.0,0.95,,,
PrivacySuppressed,,dillard university,Yes,1998.0,1376.0,0.69,,,
PrivacySuppressed,,doane college,Yes,793.0,709.0,0.89,,,
35100,,dominican college of blauvelt,Yes,360.0,329.0,0.91,,,
31600,,dordt college,Yes,604.0,562.0,0.93,,,
12600,,dowling college,Yes,1011.0,829.0,0.82,,,
PrivacySuppressed,,drake university,Yes,2799.0,2573.0,0.92,,,
34300,,drew university,Yes,2153.0,1580.0,0.73,,,
38700,,drury college,Yes,700.0,650.0,0.93,,,
111100,,duke university,Yes,13789.0,3893.0,0.28,"Durham, NC",8.0,"$51,265 "
29200,,earlham college,Yes,1358.0,1006.0,0.74,,,
37800,,east carolina university,No,9274.0,6362.0,0.69,"Greenville, NC",210.0,"$22,904 "
39300,,east tennessee state university,No,3330.0,2730.0,0.82,,,
51000,,east texas baptist university,Yes,379.0,341.0,0.9,,,
60000,,eastern college,Yes,458.0,369.0,0.81,,,
31900,,eastern connecticut state university,No,2172.0,1493.0,0.69,,,
19700,,eastern illinois university,No,5597.0,4253.0,0.76,,,
49200,,eastern mennonite college,Yes,486.0,440.0,0.91,,,
,,eastern nazarene college,Yes,516.0,409.0,0.79,,,
62300,,eckerd college,Yes,1422.0,1109.0,0.78,,,
,,elizabethtown college,Yes,2417.0,1843.0,0.76,,,
30800,,elmira college,Yes,1457.0,1045.0,0.72,,,
28300,,elms college,Yes,245.0,208.0,0.85,,,
37300,,elon college,Yes,3624.0,2786.0,0.77,,,
31400,,embry riddle aeronautical university,Yes,3151.0,2584.0,0.82,,,
56100,,emory & henry college,Yes,765.0,646.0,0.84,,,
40700,,emory university,Yes,8506.0,4168.0,0.49,"Atlanta, GA",20.0,"$47,954 "
24800,,emporia state university,No,1256.0,1256.0,1.0,,,
29400,,erskine college,Yes,659.0,557.0,0.85,,,
36800,,eureka college,Yes,560.0,454.0,0.81,,,
72600,,fairfield university,Yes,4784.0,3346.0,0.7,,,
33000,,fayetteville state university,No,1455.0,1064.0,0.73,,,
35700,,ferrum college,Yes,1339.0,1107.0,0.83,,,
,,flagler college,Yes,1415.0,714.0,0.5,,,
54100,,florida institute of technology,Yes,1947.0,1580.0,0.81,"Melbourne, FL",171.0,"$40,446 "
27400,,florida international university,No,3306.0,2079.0,0.63,,,
PrivacySuppressed,,florida southern college,Yes,1381.0,1040.0,0.75,,,
27500,,florida state university,No,11651.0,8683.0,0.75,"Tallahassee, FL",92.0,"$24,673 "
30700,,fontbonne college,Yes,291.0,245.0,0.84,,,
13800,,fordham university,Yes,4200.0,2874.0,0.68,"New York, NY",60.0,"$47,317 "
41100,,francis marion university,No,1801.0,1655.0,0.92,,,
34500,,franciscan university of steubenville,Yes,553.0,452.0,0.82,,,
25900,,franklin college,Yes,804.0,632.0,0.79,,,
27800,,franklin pierce college,Yes,5187.0,4471.0,0.86,,,
40500,,freedhardeman university,Yes,895.0,548.0,0.61,,,
27300,,fresno pacific college,Yes,346.0,274.0,0.79,,,
56300,,furman university,Yes,2161.0,1951.0,0.9,,,
34800,,gannon university,Yes,2464.0,1908.0,0.77,,,
49200,,gardner webb university,Yes,1110.0,930.0,0.84,,,
31700,,geneva college,Yes,668.0,534.0,0.8,,,
32300,,george fox college,Yes,809.0,726.0,0.9,,,
41800,,george washington university,Yes,7875.0,5062.0,0.64,"Washington, DC",56.0,"$51,950 "
40400,,georgetown college,Yes,727.0,693.0,0.95,,,
30800,,georgetown university,Yes,11115.0,2881.0,0.26,"Washington, DC",20.0,"$50,547 "
,,georgian court college,Yes,348.0,281.0,0.81,,,
,,goldey beacom college,Yes,633.0,468.0,0.74,,,
85300,,gonzaga university,Yes,1886.0,1524.0,0.81,,,
43100,,gordon college,Yes,674.0,565.0,0.84,,,
74000,,goshen college,Yes,440.0,396.0,0.9,,,
93300,,goucher college,Yes,1151.0,813.0,0.71,,,
31800,,grace college and seminary,Yes,548.0,428.0,0.78,,,
PrivacySuppressed,,graceland college,Yes,555.0,414.0,0.75,,,
42100,,grand valley state university,No,5165.0,3887.0,0.75,,,
25100,,green mountain college,Yes,780.0,628.0,0.81,,,
25000,,greensboro college,Yes,608.0,494.0,0.81,,,
30800,,greenville college,Yes,510.0,387.0,0.76,,,
37500,,grove city college,Yes,2491.0,1110.0,0.45,,,
33800,,guilford college,Yes,1202.0,1054.0,0.88,,,
,,gwynedd mercy college,Yes,380.0,237.0,0.62,,,
27800,,hamline university,Yes,1006.0,825.0,0.82,,,
32600,,hampden  sydney college,Yes,817.0,644.0,0.79,,,
50100,,hampton university,Yes,7178.0,3755.0,0.52,,,
,,hanover college,Yes,1006.0,837.0,0.83,,,
28300,,hardinsimmons university,Yes,467.0,424.0,0.91,,,
31500,,harding university,Yes,1721.0,1068.0,0.62,,,
38800,,hartwick college,Yes,2083.0,1725.0,0.83,,,
30800,,hastings college,Yes,817.0,708.0,0.87,,,
,,hendrix college,Yes,823.0,721.0,0.88,,,
51400,,hillsdale college,Yes,920.0,745.0,0.81,,,
46800,,hiram college,Yes,922.0,729.0,0.79,,,
48200,,hobart and william smith colleges,Yes,2688.0,2081.0,0.77,,,
PrivacySuppressed,,hofstra university,Yes,7428.0,5860.0,0.79,"Hempstead, NY",133.0,"$42,160 "
PrivacySuppressed,,hollins college,Yes,602.0,498.0,0.83,,,
PrivacySuppressed,,hood college,Yes,699.0,565.0,0.81,,,
28600,,hope college,Yes,1712.0,1483.0,0.87,,,
PrivacySuppressed,,houghton college,Yes,949.0,786.0,0.83,,,
35200,,huntingdon college,Yes,608.0,520.0,0.86,,,
34400,,huntington college,Yes,450.0,430.0,0.96,,,
38100,,huron university,Yes,600.0,197.0,0.33,,,
29600,,husson college,Yes,723.0,652.0,0.9,,,
56400,,illinois benedictine college,Yes,607.0,558.0,0.92,,,
43900,,illinois college,Yes,894.0,787.0,0.88,,,
46300,,illinois institute of technology,Yes,1756.0,1360.0,0.77,"Chicago, IL",103.0,"$45,214 "
50800,,illinois wesleyan university,Yes,3050.0,1342.0,0.44,,,
39300,,immaculata college,Yes,268.0,253.0,0.94,,,
45400,,incarnate word college,Yes,1163.0,927.0,0.8,,,
30400,,indiana state university,No,5659.0,4761.0,0.84,,,
32700,,indiana university at bloomington,No,16587.0,13243.0,0.8,,,
38400,,indiana wesleyan university,Yes,735.0,423.0,0.58,,,
84900,,iona college,Yes,4892.0,3530.0,0.72,,,
35100,,ithaca college,Yes,7259.0,5526.0,0.76,,,
47100,,james madison university,No,11223.0,5285.0,0.47,,,
42200,,jamestown college,Yes,472.0,410.0,0.87,,,
34200,,jersey city state college,No,2957.0,1423.0,0.48,,,
27100,,john brown university,Yes,605.0,405.0,0.67,,,
31800,,john carroll university,Yes,2421.0,2109.0,0.87,,,
31500,,johns hopkins university,Yes,8474.0,3446.0,0.41,"Baltimore, MD",10.0,"$50,410 "
37100,,johnson state college,No,833.0,669.0,0.8,,,
,,judson college,Yes,313.0,228.0,0.73,,,
56500,,kansas state university,No,5880.0,4075.0,0.69,"Manhattan, KS",135.0,"$23,429 "
23900,,kansas wesleyan university,Yes,589.0,575.0,0.98,,,
35200,,keene state college,No,3121.0,2446.0,0.78,,,
35700,,kentucky wesleyan college,Yes,584.0,497.0,0.85,,,
PrivacySuppressed,,kenyon college,Yes,2212.0,1538.0,0.7,,,
19100,,keuka college,Yes,461.0,381.0,0.83,,,
28400,,king's college,Yes,1456.0,1053.0,0.72,,,
36800,,king college,Yes,355.0,300.0,0.85,,,
40200,,knox college,Yes,1040.0,845.0,0.81,,,
28400,,la roche college,Yes,361.0,321.0,0.89,,,
20700,,la salle university,Yes,2929.0,1834.0,0.63,,,
29700,,lagrange college,Yes,544.0,399.0,0.73,,,
33200,,lake forest college,Yes,979.0,638.0,0.65,,,
42000,,lakeland college,Yes,497.0,452.0,0.91,,,
25900,,lambuth university,Yes,831.0,538.0,0.65,,,
27400,,lander university,No,1166.0,1009.0,0.87,,,
31300,,lawrence university,Yes,1243.0,947.0,0.76,,,
27700,,le moyne college,Yes,1470.0,1199.0,0.82,,,
36900,,lebanon valley college,Yes,1386.0,1060.0,0.76,,,
56400,,lehigh university,Yes,6397.0,4304.0,0.67,"Bethlehem, PA",44.0,"$48,320 "
33000,,lenoirrhyne college,Yes,979.0,743.0,0.76,,,
PrivacySuppressed,,lesley college,Yes,244.0,198.0,0.81,,,
37500,,letourneau university,Yes,477.0,417.0,0.87,,,
33100,,lewis and clark college,Yes,2774.0,2092.0,0.75,,,
34700,,lewis university,Yes,1154.0,1050.0,0.91,,,
21700,,lincoln memorial university,Yes,787.0,562.0,0.71,,,
27000,,lincoln university,No,1660.0,1091.0,0.66,,,
,,lindenwood college,Yes,810.0,484.0,0.6,,,
17100,,linfield college,Yes,1561.0,1188.0,0.76,,,
39000,,livingstone college,Yes,900.0,473.0,0.53,,,
51200,,lock haven university of pennsylvania,No,3570.0,2215.0,0.62,,,
36300,,longwood college,No,2747.0,1870.0,0.68,,,
PrivacySuppressed,,loras college,Yes,1641.0,1283.0,0.78,,,
28600,,louisiana college,Yes,2013.0,1053.0,0.52,,,
43100,,louisiana state university at baton rouge,No,5996.0,4993.0,0.83,,,
47900,,louisiana tech university,No,2397.0,2144.0,0.89,"Ruston, LA",202.0,"$25,851 "
38800,,loyola college,Yes,4076.0,3137.0,0.77,,,
32800,,loyola marymount university,Yes,3768.0,2662.0,0.71,,,
54900,,loyola university,Yes,1891.0,1698.0,0.9,,,
36900,,loyola university chicago,Yes,3579.0,2959.0,0.83,"Chicago, IL",99.0,"$41,384 "
58400,,luther college,Yes,1549.0,1392.0,0.9,,,
38300,,lycoming college,Yes,1286.0,1005.0,0.78,,,
41500,,lynchburg college,Yes,1756.0,1500.0,0.85,,,
46400,,lyndon state college,No,535.0,502.0,0.94,,,
72100,,macalester college,Yes,2939.0,1496.0,0.51,,,
28600,,macmurray college,Yes,740.0,558.0,0.75,,,
32300,,malone college,Yes,874.0,758.0,0.87,,,
82000,,manchester college,Yes,1004.0,802.0,0.8,,,
25000,,manhattan college,Yes,2432.0,1730.0,0.71,,,
,,manhattanville college,Yes,962.0,750.0,0.78,,,
47800,,mankato state university,No,3073.0,2672.0,0.87,,,
,,marian college of fond du lac,Yes,824.0,670.0,0.81,,,
29900,,marietta college,Yes,1611.0,960.0,0.6,,,
34700,,marist college,Yes,4731.0,3171.0,0.67,,,
35400,,marquette university,Yes,5152.0,4600.0,0.89,"Milwaukee, WI",86.0,"$38,470 "
35300,,marshall university,Yes,4226.0,3666.0,0.87,,,
32000,,mary baldwin college,Yes,499.0,441.0,0.88,,,
32700,,mary washington college,No,4350.0,2178.0,0.5,,,
41500,,marymount college tarrytown,Yes,478.0,327.0,0.68,,,
41300,,marymount manhattan college,Yes,695.0,535.0,0.77,,,
52100,,marymount university,Yes,941.0,772.0,0.82,,,
33500,,maryville college,Yes,1464.0,888.0,0.61,,,
33900,,maryville university,Yes,549.0,397.0,0.72,,,
31400,,marywood college,Yes,1107.0,859.0,0.78,,,
39900,,massachusetts institute of technology,Yes,6411.0,2140.0,0.33,"Cambridge, MA",7.0,"$48,452 "
40900,,mayville state university,No,233.0,233.0,1.0,,,
26100,,mckendree college,Yes,1002.0,555.0,0.55,,,
63300,,mcmurry university,Yes,578.0,411.0,0.71,,,
56000,,mcpherson college,Yes,420.0,293.0,0.7,,,
52800,,mercer university,Yes,2286.0,1668.0,0.73,"Macon, GA",135.0,"$35,130 "
32800,,mercyhurst college,Yes,1557.0,1074.0,0.69,,,
45300,,meredith college,Yes,857.0,772.0,0.9,,,
20200,,merrimack college,Yes,1981.0,1541.0,0.78,,,
66100,,mesa state college,No,1584.0,1456.0,0.92,,,
34600,,messiah college,Yes,1742.0,1382.0,0.79,,,
,,miami university at oxford,No,9239.0,7788.0,0.84,,,
54700,,michigan state university,No,18114.0,15096.0,0.83,"East Lansing, MI",82.0,"$39,090 "
45200,,michigan technological university,No,2618.0,2288.0,0.87,"Houghton, MI",118.0,"$30,968 "
83200,,midamerica nazarene college,Yes,331.0,331.0,1.0,,,
PrivacySuppressed,,millersville university of penn,No,6011.0,3075.0,0.51,,,
25400,,milligan college,Yes,610.0,461.0,0.76,,,
31300,,millikin university,Yes,1444.0,1261.0,0.87,,,
35800,,millsaps college,Yes,905.0,834.0,0.92,,,
57000,,milwaukee school of engineering,Yes,1217.0,1088.0,0.89,,,
44500,,mississippi college,Yes,594.0,385.0,0.65,,,
24100,,mississippi state university,No,4255.0,3277.0,0.77,"Mississippi State, MS",176.0,"$20,142 "
42900,,mississippi university for women,No,480.0,405.0,0.84,,,
42500,,missouri southern state college,No,1576.0,1326.0,0.84,,,
61000,,missouri valley college,Yes,1310.0,983.0,0.75,,,
56800,,monmouth college il,Yes,601.0,503.0,0.84,,,
35200,,monmouth college,Yes,2707.0,1881.0,0.69,,,
,,montana college of mineral sci & tech,No,572.0,544.0,0.95,,,
31000,,montana state university,No,3500.0,2836.0,0.81,"Bozeman, MT",210.0,"$23,042 "
69600,,montclair state university,No,5220.0,2128.0,0.41,"Montclair, NJ",176.0,"$20,318 "
93500,,montreatanderson college,Yes,263.0,223.0,0.85,,,
49200,,moorhead state university,No,2442.0,2164.0,0.89,,,
45900,,morehouse college,Yes,3708.0,1678.0,0.45,,,
PrivacySuppressed,,morningside college,Yes,586.0,533.0,0.91,,,
38800,,morris college,Yes,882.0,730.0,0.83,,,
,,mount marty college,Yes,279.0,276.0,0.99,,,
32300,,mount mary college,Yes,235.0,217.0,0.92,,,
31800,,mount mercy college,Yes,368.0,317.0,0.86,,,
45800,,mount saint clare college,Yes,325.0,284.0,0.87,,,
29200,,mount saint mary's college,Yes,1321.0,1159.0,0.88,,,
39300,,mount saint mary college,Yes,1170.0,695.0,0.59,,,
14900,,mount st mary's college,Yes,657.0,537.0,0.82,,,
29300,,mount union college,Yes,1310.0,1086.0,0.83,,,
34900,,mount vernon nazarene college,Yes,510.0,485.0,0.95,,,
30200,,muhlenberg college,Yes,2519.0,1836.0,0.73,,,
31400,,murray state university,No,2225.0,1910.0,0.86,,,
29800,,muskingum college,Yes,1109.0,922.0,0.83,,,
45400,,nationallouis university,Yes,513.0,347.0,0.68,,,
30800,,nazareth college of rochester,Yes,947.0,798.0,0.84,,,
30300,,new jersey institute of technology,No,1879.0,1216.0,0.65,"Newark, NJ",135.0,"$30,326 "
26400,,new mexico institute of mining and tech,No,787.0,601.0,0.76,,,
28700,,new york university,Yes,13594.0,7244.0,0.53,"New York, NY",36.0,"$49,062 "
33400,,newberry college,Yes,872.0,722.0,0.83,,,
42200,,niagara university,Yes,2220.0,1796.0,0.81,,,
34700,,north adams state college,No,1563.0,1005.0,0.64,,,
25900,,north carolina a & t state university,No,4809.0,3089.0,0.64,,,
66200,,north carolina state university at raleigh,No,10634.0,7064.0,0.66,,,
37600,,north carolina wesleyan college,Yes,812.0,689.0,0.85,,,
43200,,north central college,Yes,1127.0,884.0,0.78,,,
31900,,north dakota state university,No,2968.0,2297.0,0.77,"Fargo, ND",188.0,"$19,790 "
38900,,north park college,Yes,465.0,361.0,0.78,,,
39100,,northeast missouri state university,No,6040.0,4577.0,0.76,,,
21300,,northeastern university,Yes,11901.0,8492.0,0.71,"Boston, MA",39.0,"$47,655 "
22900,,northern arizona university,No,5891.0,4931.0,0.84,,,
23600,,northern illinois university,No,10706.0,7219.0,0.67,"DeKalb, IL",214.0,"$23,799 "
56000,,northwest missouri state university,No,2729.0,2535.0,0.93,,,
56600,,northwest nazarene college,Yes,616.0,514.0,0.83,,,
50900,,northwestern college,Yes,860.0,811.0,0.94,,,
46300,,northwestern university,Yes,12289.0,5200.0,0.42,"Evanston, IL",12.0,"$50,855 "
29300,,norwich university,Yes,1743.0,1625.0,0.93,,,
27600,,notre dame college,Yes,379.0,324.0,0.85,,,
25400,,oakland university,No,3041.0,2581.0,0.85,,,
PrivacySuppressed,,oglethorpe university,Yes,792.0,649.0,0.82,,,
41400,,ohio northern university,Yes,2936.0,2342.0,0.8,,,
46400,,ohio wesleyan university,Yes,2190.0,1700.0,0.78,,,
24600,,oklahoma baptist university,Yes,758.0,681.0,0.9,,,
56000,,oklahoma christian university,Yes,776.0,765.0,0.99,,,
17900,,otterbein college,Yes,1496.0,1205.0,0.81,,,
39300,,ouachita baptist university,Yes,910.0,773.0,0.85,,,
25100,,our lady of the lake university,Yes,2308.0,1336.0,0.58,,,
46600,,pace university,Yes,8256.0,3750.0,0.45,"New York, NY",188.0,"$42,772 "
29700,,pacific lutheran university,Yes,1603.0,1392.0,0.87,,,
33300,,pacific union college,Yes,940.0,668.0,0.71,,,
PrivacySuppressed,,pacific university,Yes,943.0,849.0,0.9,,,
,,pembroke state university,No,944.0,774.0,0.82,,,
26100,,pennsylvania state univ main campus,No,19315.0,10344.0,0.54,,,
30400,,pepperdine university,Yes,3821.0,2037.0,0.53,"Malibu, CA",50.0,"$50,022 "
19000,,peru state college,No,701.0,501.0,0.71,,,
31600,,pfeiffer college,Yes,838.0,651.0,0.78,,,
50500,,philadelphia coll of textiles and sci,Yes,1538.0,1259.0,0.82,,,
31100,,phillips university,Yes,692.0,576.0,0.83,,,
14500,,piedmont college,Yes,663.0,562.0,0.85,,,
29500,,pikeville college,Yes,404.0,400.0,0.99,,,
26500,,pitzer college,Yes,1133.0,630.0,0.56,,,
30900,,point loma nazarene college,Yes,809.0,687.0,0.85,,,
31100,,point park college,Yes,875.0,744.0,0.85,,,
26000,,polytechnic university,Yes,1132.0,847.0,0.75,,,
29400,,prairie view a and m university,No,2405.0,2234.0,0.93,,,
16400,,presbyterian college,Yes,1082.0,832.0,0.77,,,
44800,,providence college,Yes,5139.0,3346.0,0.65,,,
30900,,purdue university at west lafayette,No,21804.0,18744.0,0.86,,,
28800,,queens college,Yes,516.0,392.0,0.76,,,
31600,,quincy university,Yes,1025.0,707.0,0.69,,,
,,quinnipiac college,Yes,3712.0,2153.0,0.58,,,
41100,,radford university,No,5702.0,4894.0,0.86,,,
29900,,ramapo college of new jersey,No,2088.0,957.0,0.46,,,
31100,,randolphmacon woman's college,Yes,696.0,616.0,0.89,,,
60100,,regis college,Yes,427.0,385.0,0.9,,,
26900,,rensselaer polytechnic institute,Yes,4996.0,4165.0,0.83,"Troy, NY",39.0,"$50,797 "
15400,,rhodes college,Yes,2302.0,1831.0,0.8,,,
15700,,rider university,Yes,3586.0,2424.0,0.68,,,
29400,,ripon college,Yes,587.0,501.0,0.85,,,
43200,,rivier college,Yes,484.0,386.0,0.8,,,
45300,,roanoke college,Yes,2227.0,1790.0,0.8,,,
27800,,rockhurst college,Yes,935.0,858.0,0.92,,,
27800,,rocky mountain college,Yes,560.0,392.0,0.7,,,
40600,,roger williams university,Yes,3304.0,2804.0,0.85,,,
33300,,rollins college,Yes,1777.0,1151.0,0.65,,,
29700,,rosary college,Yes,434.0,321.0,0.74,,,
28200,,rowan college of new jersey,No,3820.0,1431.0,0.37,,,
30800,,rutgers at new brunswick,No,48094.0,26330.0,0.55,,,
31800,,rutgers state university at camden,No,3366.0,1752.0,0.52,,,
25200,,rutgers state university at newark,No,5785.0,2690.0,0.46,,,
,,sacred heart university,Yes,2307.0,1896.0,0.82,,,
21700,,saint ambrose university,Yes,897.0,718.0,0.8,,,
33200,,saint anselm college,Yes,2095.0,1553.0,0.74,,,
29200,,saint cloud state university,No,3971.0,3306.0,0.83,,,
45700,,saint francis college in,Yes,213.0,166.0,0.78,,,
22400,,saint francis college,Yes,1046.0,824.0,0.79,,,
43800,,saint john's university,Yes,933.0,800.0,0.86,,,
32900,,saint joseph's college in,Yes,920.0,684.0,0.74,,,
27500,,saint joseph's college,Yes,833.0,682.0,0.82,,,
34600,,saint joseph's university,Yes,2519.0,2003.0,0.8,,,
26700,,saint joseph college,Yes,292.0,241.0,0.83,,,
31800,,saint louis university,Yes,3294.0,2855.0,0.87,"St. Louis, MO",96.0,"$40,726 "
28900,,saint mary's college,Yes,888.0,734.0,0.83,,,
,,saint mary's college of minnesota,Yes,876.0,802.0,0.92,,,
30800,,saint maryofthewoods college,Yes,150.0,130.0,0.87,,,
26900,,saint michael's college,Yes,1910.0,1380.0,0.72,,,
43500,,saint olaf college,Yes,2248.0,1673.0,0.74,,,
49400,,saint peter's college,Yes,1606.0,1413.0,0.88,,,
43200,,saint vincent college,Yes,700.0,595.0,0.85,,,
34800,,saint xavier university,Yes,785.0,647.0,0.82,,,
18900,,salemteikyo university,Yes,489.0,384.0,0.79,,,
22400,,salem college,Yes,335.0,284.0,0.85,,,
30700,,salisbury state university,No,4216.0,2290.0,0.54,,,
PrivacySuppressed,,samford university,Yes,1680.0,1395.0,0.83,,,
26100,,san diego state university,No,9402.0,7020.0,0.75,"San Diego, CA",146.0,"$18,244 "
48600,,santa clara university,Yes,4019.0,2779.0,0.69,,,
18300,,sarah lawrence college,Yes,1380.0,768.0,0.56,,,
23800,,savannah coll of art and design,Yes,1109.0,688.0,0.62,,,
33600,,schreiner college,Yes,584.0,413.0,0.71,,,
29200,,scripps college,Yes,855.0,632.0,0.74,,,
PrivacySuppressed,,seattle pacific university,Yes,1183.0,1016.0,0.86,"Seattle, WA",159.0,"$38,940 "
32600,,seattle university,Yes,2115.0,1540.0,0.73,,,
38600,,seton hall university,Yes,4576.0,3565.0,0.78,"South Orange, NJ",118.0,"$39,258 "
24000,,seton hill college,Yes,936.0,794.0,0.85,,,
37200,,shippensburg university of penn,No,5818.0,3281.0,0.56,,,
32600,,shorter college,Yes,540.0,445.0,0.82,,,
38900,,siena heights college,Yes,464.0,419.0,0.9,,,
24300,,simmons college,Yes,1003.0,782.0,0.78,,,
36600,,simpson college,Yes,1016.0,872.0,0.86,,,
24300,,sioux falls college,Yes,437.0,400.0,0.92,,,
26500,,south dakota state university,No,2807.0,2589.0,0.92,"Brookings, SD",202.0,"$11,403 "
32900,,southeast missouri state university,No,2281.0,1870.0,0.82,,,
39400,,southeastern oklahoma state univ,No,818.0,700.0,0.86,,,
23000,,southern california college,Yes,385.0,340.0,0.88,,,
23000,,southern illinois university at edwardsville,No,2540.0,2195.0,0.86,,,
21700,,southern methodist university,Yes,4301.0,3455.0,0.8,"Dallas, TX",56.0,"$50,358 "
32200,,southwest baptist university,Yes,1093.0,1093.0,1.0,,,
29000,,southwest missouri state university,No,6118.0,5254.0,0.86,,,
30900,,southwest state university,No,1047.0,938.0,0.9,,,
18100,,southwestern adventist college,Yes,321.0,318.0,0.99,,,
22000,,southwestern college,Yes,213.0,155.0,0.73,,,
32500,,southwestern university,Yes,1244.0,912.0,0.73,,,
28000,,spalding university,Yes,283.0,201.0,0.71,,,
,,spelman college,Yes,3713.0,1237.0,0.33,,,
26300,,spring arbor college,Yes,372.0,362.0,0.97,,,
35500,,st bonaventure university,Yes,1489.0,1313.0,0.88,,,
24900,,st john's college,Yes,323.0,278.0,0.86,,,
40000,,st john fisher college,Yes,1368.0,1064.0,0.78,"Rochester, NY",146.0,"$31,880 "
29100,,st lawrence university,Yes,2753.0,1820.0,0.66,,,
42000,,st martin's college,Yes,191.0,165.0,0.86,,,
31900,,st mary's college of california,Yes,2643.0,1611.0,0.61,,,
29200,,st mary's college of maryland,No,1340.0,695.0,0.52,,,
28300,,st mary's university of san antonio,Yes,1243.0,1020.0,0.82,,,
28500,,st norbert college,Yes,1334.0,1243.0,0.93,,,
38800,,st paul's college,Yes,651.0,581.0,0.89,,,
PrivacySuppressed,,st thomas aquinas college,Yes,861.0,609.0,0.71,,,
25800,,stephens college,Yes,450.0,405.0,0.9,,,
35900,,stetson university,Yes,1557.0,1227.0,0.79,,,
25700,,stockton college of new jersey,No,4019.0,1579.0,0.39,,,
41200,,stonehill college,Yes,3646.0,2300.0,0.63,,,
32300,,suny at albany,No,13528.0,9198.0,0.68,,,
17600,,suny at binghamton,No,14463.0,6166.0,0.43,,,
33400,,suny at buffalo,No,15039.0,9649.0,0.64,,,
31500,,suny at stony brook,No,12512.0,6969.0,0.56,,,
33600,,suny college  at brockport,No,7294.0,3564.0,0.49,,,
66000,,suny college  at oswego,No,8000.0,4556.0,0.57,,,
34700,,suny college at buffalo,No,5318.0,3515.0,0.66,,,
30900,,suny college at cortland,No,7888.0,3519.0,0.45,,,
PrivacySuppressed,,suny college at fredonia,No,4877.0,2798.0,0.57,,,
79100,,suny college at geneseo,No,8598.0,4562.0,0.53,,,
36400,,suny college at new paltz,No,8399.0,3609.0,0.43,,,
40500,,suny college at plattsburgh,No,5549.0,3583.0,0.65,,,
41900,,suny college at potsdam,No,3150.0,2289.0,0.73,,,
43300,,suny college at purchase,No,2119.0,1264.0,0.6,,,
50500,,susquehanna university,Yes,2096.0,1512.0,0.72,,,
31200,,sweet briar college,Yes,462.0,402.0,0.87,,,
26900,,syracuse university,Yes,10477.0,7260.0,0.69,"Syracuse, NY",60.0,"$45,022 "
29000,,tabor college,Yes,257.0,183.0,0.71,,,
27600,,talladega college,Yes,4414.0,1500.0,0.34,,,
33600,,taylor university,Yes,1769.0,1092.0,0.62,,,
PrivacySuppressed,,tennessee wesleyan college,Yes,232.0,182.0,0.78,,,
39600,,texas a&m univ at college station,No,14474.0,10519.0,0.73,,,
26700,,texas a&m university at galveston,No,529.0,481.0,0.91,,,
35600,,texas christian university,Yes,4095.0,3079.0,0.75,"Fort Worth, TX",82.0,"$42,670 "
28600,,texas lutheran college,Yes,497.0,423.0,0.85,,,
37800,,texas southern university,No,4345.0,3245.0,0.75,,,
48200,,texas wesleyan university,Yes,592.0,501.0,0.85,,,
41800,,the citadel,No,1500.0,1242.0,0.83,,,
PrivacySuppressed,,thiel college,Yes,1154.0,951.0,0.82,,,
25600,,tiffin university,Yes,845.0,734.0,0.87,,,
42100,,transylvania university,Yes,759.0,729.0,0.96,,,
28200,,trenton state college,No,5042.0,2312.0,0.46,,,
